日付,場コード,レース番号,買い目,最終オッズ
20260726,08,3,1-3-2,17.9
20260726,08,3,1-3-5,12.7
20260726,08,3,1-4-2,44.6
20260726,08,3,1-5-2,11.6
20260726,08,4,1-2-3,7.1
20260726,08,4,1-2-4,5.9
20260726,08,4,1-3-2,8.3
20260726,08,4,1-4-2,6.3
20260726,08,4,1-4-3,10.4
20260726,08,6,1-2-3,18.3
20260726,08,6,1-2-4,16.0
20260726,08,6,1-2-6,12.9
20260726,08,6,1-3-2,22.5
20260726,08,6,2-1-3,174.8
20260726,08,9,1-3-2,12.5
20260726,08,9,1-3-4,4.5
20260726,08,9,1-4-2,12.2
20260726,08,9,1-4-3,5.6
20260726,08,9,4-1-3,53.5
20260726,12,5,1-2-3,10.7
20260726,12,5,1-2-4,25.6
20260726,12,5,1-2-6,6.0
20260726,12,5,1-3-2,15.3
20260726,12,5,1-6-2,6.2
20260726,13,2,1-2-3,10.9
20260726,13,2,1-2-5,3.5
20260726,13,2,1-3-2,32.8
20260726,13,2,1-5-2,5.9
20260726,13,2,2-1-5,14.8
20260726,13,4,1-2-3,3.5
20260726,13,4,1-2-4,6.2
20260726,13,4,1-3-2,6.9
20260726,13,4,1-4-2,15.8
20260726,13,4,2-1-3,28.6
20260726,13,7,1-2-3,4.7
20260726,13,7,1-2-4,2.9
20260726,13,7,1-3-2,14.8
20260726,13,7,1-4-2,11.4
20260726,13,7,2-1-4,21.8
20260726,13,8,1-2-3,6.4
20260726,13,8,1-2-4,11.6
20260726,13,8,1-3-2,5.7
20260726,13,8,1-3-4,7.6
20260726,13,8,1-4-2,21.2
20260726,13,9,1-2-3,13.0
20260726,13,9,1-3-2,14.5
20260726,13,9,1-3-4,11.7
20260726,13,9,1-3-5,11.2
20260726,13,9,1-3-6,9.6
20260726,13,9,1-4-3,23.3
20260726,13,9,1-6-3,26.0
20260726,14,1,1-2-3,5.8
20260726,14,1,1-2-4,12.7
20260726,14,1,1-3-2,7.2
20260726,14,11,1-2-3,5.2
20260726,14,11,1-2-4,6.7
20260726,14,11,1-2-5,18.3
20260726,14,11,1-2-6,7.9
20260726,14,11,1-3-2,13.7
20260726,14,2,1-3-4,4.6
20260726,14,2,1-3-5,26.9
20260726,14,2,1-4-3,8.3
20260726,14,2,3-1-4,8.0
20260726,14,2,4-1-3,21.8
20260726,14,3,1-2-3,8.7
20260726,14,3,1-2-4,9.5
20260726,14,3,1-3-4,5.3
20260726,14,3,1-4-2,13.4
20260726,14,3,1-4-3,9.8
20260726,14,4,1-2-5,11.7
20260726,14,4,1-4-5,37.2
20260726,14,4,1-5-2,16.0
20260726,14,4,1-5-3,18.5
20260726,14,4,1-5-4,41.0
20260726,14,4,1-5-6,10.4
20260726,14,4,1-6-5,20.4
20260726,14,6,1-2-3,7.4
20260726,14,6,1-3-2,11.6
20260726,14,6,1-3-6,11.6
20260726,14,6,1-6-3,18.1
20260726,14,6,3-1-2,42.8
20260726,14,8,1-2-3,17.6
20260726,14,8,1-2-6,10.1
20260726,14,8,1-3-2,22.3
20260726,14,8,1-6-2,10.9
20260726,14,8,1-6-3,11.9
20260726,17,1,1-2-3,25.9
20260726,17,1,1-2-4,15.4
20260726,17,1,1-2-5,11.1
20260726,17,1,1-4-2,25.6
20260726,17,1,1-5-2,15.9
20260726,17,4,1-2-3,8.1
20260726,17,4,1-3-2,6.5
20260726,17,4,1-3-4,31.2
20260726,17,4,1-3-5,18.2
20260726,17,4,1-3-6,4.2
20260726,17,8,1-2-3,41.8
20260726,17,8,1-2-4,12.3
20260726,17,8,1-2-5,10.7
20260726,17,8,1-4-2,17.9
20260726,17,8,1-5-2,17.8
20260726,17,9,1-2-5,9.3
20260726,17,9,1-3-5,8.3
20260726,17,9,1-5-2,7.7
20260726,17,9,1-5-3,7.7
20260726,17,9,1-5-4,10.5
20260726,20,1,1-2-3,6.7
20260726,20,1,1-2-4,12.7
20260726,20,1,1-3-2,7.3
20260726,20,1,1-3-4,12.1
20260726,20,1,2-1-3,21.7
20260726,20,10,1-2-4,9.2
20260726,20,10,1-3-4,14.8
20260726,20,10,1-4-2,6.0
20260726,20,10,1-4-3,9.4
20260726,20,10,4-1-2,15.4
20260726,20,12,1-2-4,18.3
20260726,20,12,1-3-4,28.9
20260726,20,12,1-3-5,20.6
20260726,20,12,1-4-2,20.6
20260726,20,12,1-4-3,32.1
20260726,20,12,1-4-5,8.5
20260726,20,12,1-5-4,8.7
20260726,20,3,1-2-5,20.3
20260726,20,3,1-5-2,9.6
20260726,20,3,1-5-4,11.1
20260726,20,3,1-5-6,12.3
20260726,20,3,5-1-2,13.7
20260726,20,5,1-2-3,4.3
20260726,20,5,1-2-4,2.6
20260726,20,5,1-3-2,11.8
20260726,20,5,1-4-2,7.1
20260726,20,5,2-1-4,17.3
20260726,20,6,1-2-3,15.5
20260726,20,6,1-3-2,12.3
20260726,20,6,1-3-4,16.4
20260726,20,6,1-3-6,4.9
20260726,20,6,1-4-3,39.1
20260726,20,7,1-2-3,5.6
20260726,20,7,1-2-4,5.0
20260726,20,7,1-3-2,10.0
20260726,20,7,1-4-2,8.4
20260726,20,9,1-2-3,16.8
20260726,20,9,1-3-2,7.3
20260726,20,9,1-3-4,5.2
20260726,20,9,1-4-3,21.0
20260726,20,9,3-1-2,19.7
20260726,21,1,1-2-3,6.4
20260726,21,1,1-2-4,12.9
20260726,21,1,1-3-2,6.8
20260726,21,1,1-3-4,9.8
20260726,21,1,1-4-3,27.0
20260726,21,10,1-3-2,15.5
20260726,21,10,1-3-4,4.8
20260726,21,10,1-3-5,7.6
20260726,21,10,1-4-3,15.1
20260726,21,10,3-1-4,7.3
20260726,21,2,1-2-4,3.8
20260726,21,2,1-4-2,4.5
20260726,21,2,1-4-3,19.4
20260726,21,2,1-4-5,12.1
20260726,21,2,4-1-2,26.8
20260726,21,4,1-3-2,15.4
20260726,21,4,1-3-4,9.3
20260726,21,4,1-3-5,5.1
20260726,21,4,1-4-3,22.9
20260726,21,4,1-5-3,6.9
20260726,21,5,1-3-2,83.9
20260726,21,5,1-3-4,24.4
20260726,21,5,1-3-5,78.6
20260726,21,5,1-3-6,18.2
20260726,21,5,1-4-3,25.4
20260726,21,5,1-4-6,10.6
20260726,21,5,1-5-3,179.7
20260726,21,5,1-6-3,6.4
20260726,23,1,1-2-3,4.6
20260726,23,1,1-3-2,4.5
20260726,23,1,1-3-5,6.7
20260726,23,1,1-5-3,19.6
20260726,23,11,1-2-3,6.6
20260726,23,11,1-2-4,7.0
20260726,23,11,1-3-2,10.4
20260726,23,11,1-4-2,8.8
20260726,23,3,1-2-5,9.3
20260726,23,3,1-3-5,6.5
20260726,23,3,1-5-2,15.2
20260726,23,3,1-5-3,12.4
20260726,23,3,1-5-4,23.9
20260726,23,5,1-2-3,22.3
20260726,23,5,1-3-2,15.3
20260726,23,5,1-3-4,9.7
20260726,23,5,1-3-5,6.1
20260726,23,5,1-4-3,24.6
20260726,23,7,1-2-3,6.4
20260726,23,7,1-2-4,6.2
20260726,23,7,1-3-2,8.5
20260726,23,7,1-3-4,9.1
20260726,23,7,1-4-2,11.7
20260727,01,5,1-2-3,14.2
20260727,01,5,1-2-5,12.4
20260727,01,5,1-2-6,6.1
20260727,01,5,1-3-2,32.0
20260727,01,5,1-6-2,11.0
20260727,01,6,1-2-3,11.7
20260727,01,6,1-3-2,7.9
20260727,01,6,1-3-4,15.9
20260727,01,6,1-3-5,6.0
20260727,01,6,1-5-3,12.3
20260727,01,7,1-2-3,12.3
20260727,01,7,1-3-2,5.8
20260727,01,7,1-3-4,12.1
20260727,01,7,1-3-5,5.1
20260727,01,7,3-1-2,15.4
20260727,01,8,1-2-3,12.4
20260727,01,8,1-2-5,11.6
20260727,01,8,1-3-2,10.6
20260727,01,8,1-3-5,5.2
20260727,01,8,1-5-3,6.5
20260727,01,9,1-2-3,7.4
20260727,01,9,1-2-4,14.0
20260727,01,9,1-3-2,8.3
20260727,01,9,1-3-4,10.7
20260727,01,9,1-4-2,29.7
20260727,06,2,1-2-3,8.6
20260727,06,2,1-2-4,19.8
20260727,06,2,1-2-5,4.9
20260727,06,2,1-4-2,45.9
20260727,06,2,1-5-2,7.3
20260727,06,4,1-3-4,29.4
20260727,06,4,1-4-2,14.4
20260727,06,4,1-4-3,24.7
20260727,06,4,1-4-5,7.7
20260727,06,4,1-5-4,8.7
20260727,06,5,1-2-3,4.9
20260727,06,5,1-2-4,10.7
20260727,06,5,1-2-5,6.4
20260727,06,5,1-3-2,7.3
20260727,06,5,1-4-2,34.2
20260727,06,6,1-2-4,4.7
20260727,06,6,1-3-4,19.8
20260727,06,6,1-4-2,4.3
20260727,06,6,1-4-3,12.8
20260727,06,6,4-1-2,15.0
20260727,06,7,1-2-3,25.4
20260727,06,7,1-2-5,26.1
20260727,06,7,1-3-2,18.5
20260727,06,7,1-3-5,6.2
20260727,06,7,1-5-3,7.7
20260727,06,8,1-2-3,9.7
20260727,06,8,1-2-4,7.1
20260727,06,8,1-3-2,11.5
20260727,06,8,1-3-4,9.1
20260727,06,8,1-4-3,13.4
20260727,06,9,1-2-4,8.9
20260727,06,9,1-3-2,14.1
20260727,06,9,1-3-4,7.7
20260727,06,9,1-4-2,9.8
20260727,06,9,1-4-3,10.3
20260727,09,1,1-2-3,8.9
20260727,09,1,1-2-4,5.1
20260727,09,1,1-3-2,19.2
20260727,09,1,1-4-2,6.6
20260727,09,1,1-4-3,17.4
20260727,09,5,1-2-3,4.9
20260727,09,5,1-2-4,10.8
20260727,09,5,1-2-5,8.3
20260727,09,5,1-3-2,7.8
20260727,09,5,1-4-2,17.2
20260727,10,1,1-2-3,3.9
20260727,10,1,1-2-4,6.9
20260727,10,1,1-2-5,8.6
20260727,10,1,1-3-2,8.2
20260727,10,1,1-4-2,17.6
20260727,10,2,1-2-3,4.0
20260727,10,2,1-2-4,7.5
20260727,10,2,1-3-2,7.0
20260727,10,2,1-4-2,17.1
20260727,10,2,2-1-3,16.4
20260727,10,3,1-2-3,7.4
20260727,10,3,1-3-2,7.3
20260727,10,5,1-2-4,19.6
20260727,10,5,1-2-5,27.6
20260727,10,5,1-4-2,17.1
20260727,10,5,1-4-3,19.9
20260727,10,5,1-4-5,9.8
20260727,10,5,1-5-2,34.8
20260727,10,5,1-5-4,18.9
20260727,12,5,1-2-3,17.0
20260727,12,5,1-2-4,9.0
20260727,12,5,1-2-5,22.6
20260727,12,5,1-2-6,6.8
20260727,12,5,1-3-2,25.1
20260727,12,5,1-3-4,31.5
20260727,12,5,1-4-2,9.8
20260727,12,5,1-4-3,32.0
20260727,14,1,1-2-3,7.4
20260727,14,1,1-2-5,9.3
20260727,14,1,1-3-2,8.0
20260727,14,1,1-3-4,24.1
20260727,14,1,1-3-5,6.1
20260727,14,1,1-3-6,23.8
20260727,14,1,1-5-2,14.2
20260727,14,1,1-5-3,10.3
20260727,14,3,1-2-3,9.1
20260727,14,3,1-2-4,41.3
20260727,14,3,1-2-5,10.3
20260727,14,3,1-3-2,9.5
20260727,14,5,1-2-3,5.6
20260727,14,5,1-3-2,6.8
20260727,14,5,1-3-4,19.7
20260727,14,5,2-1-3,14.4
20260727,14,5,3-1-2,27.5
20260727,14,7,1-2-4,7.0
20260727,14,7,1-2-6,12.1
20260727,14,7,1-4-2,7.4
20260727,14,7,1-6-2,16.9
20260727,14,7,2-1-4,26.8
20260727,14,8,1-2-3,8.3
20260727,14,8,1-3-2,8.3
20260727,14,8,1-3-4,13.3
20260727,14,8,1-4-3,48.7
20260727,14,8,3-1-2,13.5
20260727,14,9,1-2-3,12.1
20260727,14,9,1-3-2,12.7
20260727,14,9,1-3-4,11.9
20260727,14,9,1-3-5,13.7
20260727,14,9,1-4-3,23.9
20260727,17,1,1-2-3,5.1
20260727,17,1,1-2-4,4.6
20260727,17,1,1-3-2,9.0
20260727,17,8,1-3-4,3.1
20260727,17,8,1-4-2,20.3
20260727,17,8,1-4-3,6.2
20260727,17,8,3-1-4,9.3
20260727,17,8,4-1-3,34.1
20260727,19,8,1-2-3,9.3
20260727,19,8,1-2-4,6.5
20260727,19,8,1-3-2,11.9
20260727,19,8,1-4-2,7.5
20260727,19,8,1-4-3,9.1
20260727,19,9,1-2-3,14.7
20260727,19,9,1-2-4,11.4
20260727,19,9,1-3-2,15.6
20260727,19,9,1-3-4,12.8
20260727,19,9,1-4-2,13.0
20260727,20,1,1-2-3,7.9
20260727,20,1,1-2-4,15.8
20260727,20,1,1-2-5,25.6
20260727,20,1,1-3-2,12.8
20260727,20,1,1-4-2,38.0
20260727,20,10,1-2-4,5.4
20260727,20,10,1-3-4,9.4
20260727,20,10,1-4-2,6.6
20260727,20,10,1-4-3,12.5
20260727,20,10,1-4-6,8.1
20260727,20,12,1-2-3,5.2
20260727,20,12,1-2-4,5.2
20260727,20,12,1-3-2,7.2
20260727,20,12,1-3-4,8.2
20260727,20,12,1-4-2,8.4
20260727,20,6,1-2-3,18.1
20260727,20,6,1-3-2,9.4
20260727,20,6,1-3-4,13.1
20260727,20,6,1-3-5,4.5
20260727,20,6,1-3-6,4.3
20260727,21,1,1-2-3,8.8
20260727,21,1,1-3-2,5.0
20260727,21,1,1-3-5,4.4
20260727,21,1,1-5-3,19.5
20260727,21,1,3-1-2,26.2
20260727,21,3,1-2-3,8.6
20260727,21,3,1-3-2,9.1
20260727,21,3,1-3-5,5.2
20260727,21,3,1-5-3,6.9
20260727,21,3,3-1-5,36.6
20260727,21,4,1-2-3,4.8
20260727,21,4,1-3-2,6.9
20260727,21,4,1-3-4,26.4
20260727,21,4,1-3-5,18.9
20260727,21,4,3-1-2,94.0
20260727,21,7,1-2-3,10.5
20260727,21,7,1-2-4,8.9
20260727,21,7,1-3-2,28.8
20260727,21,7,1-4-2,29.4
20260727,21,7,2-1-4,13.6
20260727,21,9,1-2-6,50.9
20260727,21,9,1-3-6,47.0
20260727,21,9,1-4-3,114.4
20260727,21,9,1-4-6,35.7
20260727,21,9,1-6-2,20.8
20260727,21,9,1-6-3,17.1
20260727,21,9,1-6-4,11.5
20260728,09,1,1-2-3,8.0
20260728,09,1,1-2-4,5.5
20260728,09,1,1-3-2,12.4
20260728,09,1,1-3-4,8.9
20260728,09,1,1-4-3,11.7
20260728,09,5,1-2-3,14.2
20260728,09,5,1-3-2,8.8
20260728,09,5,1-3-4,5.1
20260728,09,5,1-4-2,19.7
20260728,09,5,1-4-3,11.8
20260728,10,1,1-2-3,3.2
20260728,10,1,1-3-2,5.8
20260728,10,2,1-2-3,6.4
20260728,10,2,1-2-4,5.2
20260728,10,2,1-2-5,6.5
20260728,10,2,1-3-2,21.6
20260728,10,2,1-4-2,17.2
20260728,10,3,1-3-2,20.4
20260728,10,3,1-3-4,6.5
20260728,10,3,1-3-5,8.7
20260728,10,3,1-4-3,13.7
20260728,10,3,3-1-4,27.8
20260728,10,4,1-2-3,5.4
20260728,10,4,1-2-5,10.6
20260728,10,4,1-3-2,7.3
20260728,10,4,1-5-2,30.3
20260728,10,4,2-1-3,43.1
20260728,16,1,1-2-3,5.6
20260728,16,1,1-2-4,14.1
20260728,16,1,1-2-5,12.7
20260728,16,1,1-3-2,8.8
20260728,16,1,1-4-2,33.2
20260728,16,7,1-3-2,7.6
20260728,16,7,1-3-4,3.2
20260728,16,7,1-4-2,9.7
20260728,16,7,1-4-3,7.1
20260728,16,7,3-1-4,16.1
20260728,17,1,1-2-4,24.4
20260728,17,1,1-3-2,29.7
20260728,17,1,1-3-4,10.0
20260728,17,1,1-3-6,13.4
20260728,17,1,1-4-2,22.6
20260728,17,1,1-4-3,11.8
20260728,17,1,1-4-6,7.7
20260728,17,5,1-3-4,13.1
20260728,17,5,1-3-5,5.2
20260728,17,5,1-5-2,20.8
20260728,17,5,1-5-3,5.4
20260728,17,5,1-5-4,10.6
20260728,17,6,1-2-3,24.8
20260728,17,6,1-2-4,41.6
20260728,17,6,1-2-6,9.5
20260728,17,6,1-3-2,34.8
20260728,17,6,1-3-4,66.9
20260728,17,6,1-4-2,71.5
20260728,17,6,1-6-2,5.8
20260728,17,8,1-3-4,10.0
20260728,17,8,1-4-2,21.9
20260728,17,8,1-4-3,14.7
20260728,17,8,1-4-5,19.1
20260728,17,8,1-5-4,28.5
20260728,17,9,1-2-3,6.1
20260728,17,9,1-2-4,14.3
20260728,17,9,1-3-2,4.9
20260728,17,9,1-3-4,7.4
20260728,17,9,3-1-2,38.2
20260728,19,5,1-2-3,4.6
20260728,19,5,1-2-4,16.6
20260728,19,5,1-3-2,8.6
20260728,19,5,1-4-2,35.7
20260728,19,8,1-2-4,11.2
20260728,19,8,1-3-2,7.0
20260728,19,8,1-3-4,5.2
20260728,19,8,1-4-2,15.2
20260728,19,8,1-4-3,10.2
20260728,19,9,1-2-3,6.8
20260728,19,9,1-2-6,7.2
20260728,19,9,1-3-2,8.6
20260728,19,9,1-3-6,6.8
20260728,19,9,3-1-2,44.9
20260728,20,4,1-2-3,6.9
20260728,20,4,1-3-2,4.5
20260728,20,4,1-3-4,6.9
20260728,20,4,1-3-5,4.9
20260728,20,4,1-5-3,19.5
20260728,20,6,1-2-5,16.0
20260728,20,6,1-3-5,17.6
20260728,20,6,1-3-6,10.5
20260728,20,6,1-5-2,15.5
20260728,20,6,1-5-3,16.8
20260728,20,6,1-5-6,6.1
20260728,20,6,1-6-3,9.6
20260728,20,6,1-6-5,6.6
20260728,20,7,1-3-4,10.0
20260728,20,7,1-4-2,13.8
20260728,20,7,1-4-3,7.7
20260728,20,7,1-4-5,5.8
20260728,20,7,1-5-4,10.9
20260728,21,1,1-2-3,9.9
20260728,21,1,1-3-2,11.1
20260728,21,1,1-3-4,8.4
20260728,21,1,1-3-5,9.8
20260728,21,1,1-3-6,11.3
20260728,21,1,1-4-3,21.3
20260728,21,1,1-5-3,24.9
20260728,21,1,1-6-3,26.8
20260728,21,2,1-2-4,7.2
20260728,21,2,1-3-2,26.7
20260728,21,2,1-3-4,9.8
20260728,21,2,1-4-2,4.9
20260728,21,2,1-4-3,6.0
20260728,21,3,1-3-5,17.7
20260728,21,3,1-5-2,8.8
20260728,21,3,1-5-3,8.0
20260728,21,3,3-1-5,55.5
20260728,21,3,5-1-3,17.8
20260728,21,4,1-2-3,7.1
20260728,21,4,1-3-2,12.9
20260728,21,4,1-3-5,24.9
20260728,24,10,1-2-3,8.8
20260728,24,10,1-2-5,13.6
20260728,24,10,1-3-2,5.8
20260728,24,10,1-3-5,4.9
20260728,24,10,1-5-3,8.8
20260728,24,4,1-2-3,27.9
20260728,24,4,1-2-4,28.0
20260728,24,4,1-3-2,24.1
20260728,24,4,1-3-4,12.8
20260728,24,4,1-4-2,36.9
20260728,24,4,1-4-3,22.2
20260728,24,4,1-4-6,12.9
20260728,24,6,1-2-3,20.5
20260728,24,6,1-3-2,9.7
20260728,24,6,1-3-5,9.2
20260728,24,6,1-3-6,5.2
20260728,24,6,3-1-2,23.2
20260728,24,7,1-2-3,2.8
20260728,24,7,1-2-4,5.9
20260728,24,7,1-2-5,9.8
20260728,24,7,1-3-2,5.5
20260728,24,7,2-1-3,18.3
20260728,24,9,1-2-3,9.2
20260728,24,9,1-3-2,5.1
20260728,24,9,1-3-4,11.3
20260728,24,9,1-3-5,10.6
20260728,24,9,1-3-6,4.7
20260729,04,9,1-3-6,9.7
20260729,04,9,1-5-6,13.2
20260729,04,9,1-6-3,25.5
20260729,04,9,1-6-5,24.6
20260729,10,1,1-2-3,6.8
20260729,10,1,1-2-4,13.7
20260729,10,1,1-2-5,8.7
20260729,10,1,1-3-2,10.8
20260729,10,1,1-4-2,30.4
20260729,10,3,1-2-3,10.0
20260729,10,3,1-3-2,8.1
20260729,10,3,1-3-4,7.7
20260729,10,3,1-3-5,8.4
20260729,10,3,1-4-3,18.0
20260729,15,3,1-2-4,20.5
20260729,15,3,1-4-2,15.2
20260729,15,3,1-4-5,8.1
20260729,15,3,1-5-2,20.0
20260729,15,3,1-5-4,11.7
20260729,16,1,1-2-3,6.8
20260729,16,1,1-2-4,6.5
20260729,16,1,1-3-2,10.4
20260729,16,1,1-3-4,8.9
20260729,16,1,1-4-2,9.8
20260729,16,10,1-2-3,11.2
20260729,16,10,1-2-5,15.4
20260729,16,10,1-3-2,10.4
20260729,16,10,1-3-5,10.3
20260729,16,10,1-5-2,21.9
20260729,16,6,1-2-3,12.8
20260729,16,6,1-3-2,7.7
20260729,16,6,1-3-4,8.9
20260729,16,6,1-3-5,5.1
20260729,16,6,1-5-3,16.0
20260729,17,1,1-2-3,4.1
20260729,17,1,1-2-4,5.9
20260729,17,1,1-3-2,10.2
20260729,17,2,1-2-3,10.5
20260729,17,2,1-2-4,9.4
20260729,17,2,1-3-4,14.1
20260729,17,2,1-4-2,17.7
20260729,17,2,1-4-3,25.1
20260729,17,3,1-2-3,40.8
20260729,17,3,1-3-2,32.9
20260729,17,3,1-3-4,15.8
20260729,17,3,1-3-6,13.0
20260729,17,3,1-4-3,19.3
20260729,17,5,1-2-3,12.0
20260729,17,5,1-2-4,6.8
20260729,17,5,1-3-4,29.2
20260729,17,5,1-4-2,5.7
20260729,17,5,1-4-3,15.4
20260729,17,6,1-2-3,6.4
20260729,17,6,1-2-4,4.7
20260729,17,6,1-3-2,10.4
20260729,17,6,1-4-2,7.2
20260729,17,6,1-4-3,9.6
20260729,17,8,1-2-3,5.8
20260729,17,8,1-2-5,6.3
20260729,17,8,1-2-6,13.8
20260729,17,8,1-3-2,7.4
20260729,17,8,1-3-5,8.7
20260729,17,8,1-5-2,13.5
20260729,17,8,1-5-3,16.7
20260729,17,8,1-6-2,30.8
20260729,18,1,1-2-3,8.9
20260729,18,1,1-2-4,8.5
20260729,18,1,1-3-2,11.7
20260729,18,1,1-4-2,13.1
20260729,18,1,1-4-3,15.8
20260729,18,10,1-2-4,10.6
20260729,18,10,1-4-2,9.1
20260729,18,10,1-4-3,13.4
20260729,18,10,1-4-5,6.7
20260729,18,10,1-5-4,13.3
20260729,18,11,1-2-4,12.4
20260729,18,11,1-3-4,7.5
20260729,18,11,1-4-2,10.5
20260729,18,11,1-4-3,7.3
20260729,18,3,1-2-3,11.4
20260729,18,3,1-3-2,8.0
20260729,18,3,1-3-6,5.6
20260729,18,3,1-6-3,13.1
20260729,18,5,1-3-2,13.8
20260729,18,5,1-3-4,6.9
20260729,18,5,1-3-6,5.4
20260729,18,5,1-4-3,12.7
20260729,18,5,1-6-3,13.0
20260729,18,9,1-2-4,14.8
20260729,18,9,1-3-2,11.6
20260729,18,9,1-3-4,7.0
20260729,18,9,1-4-2,17.7
20260729,18,9,1-4-3,9.9
20260729,19,1,1-2-4,21.4
20260729,19,1,1-3-2,18.9
20260729,19,1,1-3-4,10.8
20260729,19,1,1-4-2,21.1
20260729,19,1,1-4-3,13.8
20260729,19,6,1-2-3,16.8
20260729,19,6,1-2-4,10.0
20260729,19,6,1-3-2,24.5
20260729,19,6,1-4-2,17.1
20260729,19,6,2-1-4,52.6
20260729,20,1,1-2-3,14.3
20260729,20,1,1-2-4,18.5
20260729,20,1,1-3-2,10.3
20260729,20,1,1-3-4,8.5
20260729,20,1,1-4-2,18.1
20260729,20,6,1-2-3,3.6
20260729,20,6,1-2-4,14.6
20260729,20,6,1-3-2,3.5
20260729,20,6,1-3-4,9.6
20260729,20,6,2-1-3,14.4
20260729,20,7,1-2-3,6.7
20260729,20,7,1-2-5,13.1
20260729,20,7,1-3-2,8.3
20260729,20,7,1-5-2,22.6
20260729,20,7,1-5-3,15.1
20260729,22,1,1-2-3,7.1
20260729,22,1,1-2-4,20.2
20260729,22,1,1-2-5,16.0
20260729,22,1,1-3-2,5.8
20260729,22,1,1-3-4,9.5
20260729,22,1,1-3-5,6.8
20260729,22,1,1-4-2,43.5
20260729,22,1,1-5-2,30.7
20260729,22,11,1-2-3,12.6
20260729,22,11,1-2-4,18.7
20260729,22,11,1-3-2,8.6
20260729,22,11,1-3-4,7.0
20260729,22,11,1-4-2,25.5
20260729,22,11,1-4-3,14.5
20260729,22,11,1-4-5,18.6
20260729,22,7,1-2-3,11.8
20260729,22,7,1-2-4,23.2
20260729,22,7,1-2-6,6.4
20260729,22,7,1-4-2,46.7
20260729,22,7,1-6-2,8.4
20260729,22,8,1-2-3,7.0
20260729,22,8,1-2-4,6.8
20260729,22,8,1-2-5,25.3
20260729,22,8,1-3-2,10.3
20260729,23,1,1-3-2,7.5
20260729,23,1,1-3-4,6.3
20260729,23,1,1-3-5,5.8
20260729,23,1,1-4-3,9.7
20260729,23,3,1-3-2,15.3
20260729,23,3,1-3-4,8.2
20260729,23,3,1-3-5,8.0
20260729,23,3,1-4-3,13.8
20260729,23,3,1-5-3,15.8
20260729,23,5,1-3-4,4.7
20260729,23,5,1-3-5,7.0
20260729,23,5,1-4-3,7.8
20260729,23,5,3-1-4,18.1
20260729,23,5,4-1-3,49.5
20260729,23,8,1-2-5,15.3
20260729,23,8,1-3-5,23.1
20260729,23,8,1-5-2,8.3
20260729,23,8,1-5-3,12.1
20260729,23,8,5-1-3,14.9
20260729,24,7,1-2-3,3.7
20260729,24,7,1-2-4,8.3
20260729,24,7,1-3-2,5.5
20260729,24,7,1-3-4,12.6
20260729,24,7,2-1-3,48.6
20260729,24,8,1-2-4,10.7
20260729,24,8,1-2-5,10.4
20260729,24,8,1-4-2,11.7
20260729,24,8,1-5-2,13.8
20260729,24,8,1-5-4,10.5
20260729,24,9,1-2-3,15.2
20260729,24,9,1-2-4,18.5
20260729,24,9,1-2-6,5.4
20260729,24,9,1-3-2,34.3
20260729,24,9,1-4-2,44.3
20260730,04,6,1-2-3,11.8
20260730,04,6,1-2-4,17.4
20260730,04,6,1-2-6,2.6
20260730,04,6,1-4-2,42.1
20260730,04,6,1-6-2,4.6
20260730,08,1,1-2-3,9.0
20260730,08,1,1-3-2,5.8
20260730,08,1,1-3-4,10.5
20260730,08,1,1-3-6,6.9
20260730,08,1,3-1-2,28.2
20260730,08,10,1-2-3,12.0
20260730,08,10,1-3-2,9.4
20260730,08,10,1-3-4,4.7
20260730,08,10,1-4-3,7.9
20260730,08,10,3-1-2,55.6
20260730,08,11,1-2-3,16.7
20260730,08,11,1-2-4,10.3
20260730,08,11,1-3-4,13.7
20260730,08,11,1-4-2,13.8
20260730,08,11,1-4-3,18.4
20260730,08,6,1-2-3,7.6
20260730,08,6,1-2-4,12.9
20260730,08,6,1-3-2,8.0
20260730,08,6,1-3-4,10.7
20260730,08,6,1-4-3,19.8
20260730,08,9,1-3-4,17.0
20260730,08,9,1-3-5,5.1
20260730,08,9,1-5-3,5.3
20260730,08,9,1-5-4,19.8
20260730,10,1,1-2-3,34.0
20260730,10,1,1-2-4,30.0
20260730,10,1,1-2-5,26.1
20260730,10,1,1-3-2,28.1
20260730,10,1,1-4-2,23.7
20260730,10,1,1-4-5,8.4
20260730,10,1,1-5-2,26.9
20260730,10,1,1-5-4,14.7
20260730,10,3,1-2-3,8.4
20260730,10,3,1-3-2,6.4
20260730,10,3,1-3-4,6.4
20260730,10,3,1-4-3,14.8
20260730,10,3,3-1-2,54.6
20260730,10,4,1-2-3,35.1
20260730,10,4,1-2-4,59.3
20260730,10,4,1-3-2,22.1
20260730,10,4,1-3-4,10.5
20260730,10,4,1-3-6,12.3
20260730,10,4,1-4-2,51.6
20260730,10,4,1-4-3,19.9
20260730,10,5,1-2-3,69.7
20260730,10,5,1-2-4,21.5
20260730,10,5,1-3-4,56.2
20260730,10,5,1-4-2,20.3
20260730,10,5,1-4-3,37.0
20260730,10,5,1-4-6,7.2
20260730,10,5,1-6-4,13.6
20260730,16,1,1-2-3,6.2
20260730,16,1,1-2-4,5.8
20260730,16,1,1-2-5,8.9
20260730,16,1,1-3-2,13.8
20260730,16,1,1-4-2,13.7
20260730,16,10,1-2-3,32.3
